"","Source","Target","Weight"
"31548","68-2","1602.9","0.50000000"
"31647","66-2","1603.9","0.50000000"
"31649","68-2","1603.9","0.50000000"
"31748","66-2","1605.0","0.50000000"
"31750","68-2","1605.0","0.50000000"
"31819","34-2","1617.7","0.06250000"
"31823","39-2","1617.7","0.06250000"
"31825","42-2","1617.7","0.06250000"
"31826","43-2","1617.7","0.06250000"
"31834","51-2","1617.7","0.06250000"
"31845","62-2","1617.7","0.06250000"
"31847","64-2","1617.7","0.06250000"
"31848","65-2","1617.7","0.06250000"
"31849","66-2","1617.7","0.06250000"
"31851","68-2","1617.7","0.06250000"
"31852","69-2","1617.7","0.06250000"
"31854","71-2","1617.7","0.06250000"
"31857","817","1617.7","0.06250000"
"31862","822","1617.7","0.06250000"
"31880","840","1617.7","0.06250000"
"31902","862","1617.7","0.06250000"
"31920","34-2","1618.7","0.07142857"
"31924","39-2","1618.7","0.07142857"
"31926","42-2","1618.7","0.07142857"
"31927","43-2","1618.7","0.07142857"
"31935","51-2","1618.7","0.07142857"
"31946","62-2","1618.7","0.07142857"
"31948","64-2","1618.7","0.07142857"
"31949","65-2","1618.7","0.07142857"
"31950","66-2","1618.7","0.07142857"
"31952","68-2","1618.7","0.07142857"
"31953","69-2","1618.7","0.07142857"
"31955","71-2","1618.7","0.07142857"
"31963","822","1618.7","0.07142857"
"32003","862","1618.7","0.07142857"
"32022","36-2","1690.0","1.00000000"
"32123","36-2","1691.0","1.00000000"
"32247","60-2","1743.9","0.20000000"
"32258","71-2","1743.9","0.20000000"
"32259","72-2","1743.9","0.20000000"
"32260","73-2","1743.9","0.20000000"
"32275","831","1743.9","0.20000000"
"32348","60-2","1744.9","0.33333333"
"32359","71-2","1744.9","0.33333333"
"32360","72-2","1744.9","0.33333333"
"32425","34-2","1746.7","0.08333333"
"32429","39-2","1746.7","0.08333333"
"32431","42-2","1746.7","0.08333333"
"32432","43-2","1746.7","0.08333333"
"32440","51-2","1746.7","0.08333333"
"32451","62-2","1746.7","0.08333333"
"32453","64-2","1746.7","0.08333333"
"32454","65-2","1746.7","0.08333333"
"32455","66-2","1746.7","0.08333333"
"32457","68-2","1746.7","0.08333333"
"32458","69-2","1746.7","0.08333333"
"32460","71-2","1746.7","0.08333333"
"32526","34-2","1747.7","0.08333333"
"32530","39-2","1747.7","0.08333333"
"32532","42-2","1747.7","0.08333333"
"32533","43-2","1747.7","0.08333333"
"32541","51-2","1747.7","0.08333333"
"32552","62-2","1747.7","0.08333333"
"32554","64-2","1747.7","0.08333333"
"32555","65-2","1747.7","0.08333333"
"32556","66-2","1747.7","0.08333333"
"32558","68-2","1747.7","0.08333333"
"32559","69-2","1747.7","0.08333333"
"32561","71-2","1747.7","0.08333333"
"32627","34-2","1748.7","0.08333333"
"32631","39-2","1748.7","0.08333333"
"32633","42-2","1748.7","0.08333333"
"32634","43-2","1748.7","0.08333333"
"32642","51-2","1748.7","0.08333333"
"32653","62-2","1748.7","0.08333333"
"32655","64-2","1748.7","0.08333333"
"32656","65-2","1748.7","0.08333333"
"32657","66-2","1748.7","0.08333333"
"32659","68-2","1748.7","0.08333333"
"32660","69-2","1748.7","0.08333333"
"32662","71-2","1748.7","0.08333333"
"32732","39-2","1749.7","0.33333333"
"32756","64-2","1749.7","0.33333333"
"32760","68-2","1749.7","0.33333333"
"32838","45-2","1782.2","1.00000000"
"32939","45-2","1783.2","1.00000000"
"33067","72-2","1857.9","1.00000000"
"33156","60-2","1858.9","1.00000000"
"33257","60-2","1873.9","0.50000000"
"33269","72-2","1873.9","0.50000000"
"33358","60-2","1875.0","0.50000000"
"33370","72-2","1875.0","0.50000000"
"33435","34-2","1875.8","0.08333333"
"33439","39-2","1875.8","0.08333333"
"33441","42-2","1875.8","0.08333333"
"33442","43-2","1875.8","0.08333333"
"33450","51-2","1875.8","0.08333333"
"33461","62-2","1875.8","0.08333333"
"33463","64-2","1875.8","0.08333333"
"33464","65-2","1875.8","0.08333333"
"33465","66-2","1875.8","0.08333333"
"33467","68-2","1875.8","0.08333333"
"33468","69-2","1875.8","0.08333333"
"33470","71-2","1875.8","0.08333333"
"33536","34-2","1876.8","0.08333333"
"33540","39-2","1876.8","0.08333333"
"33542","42-2","1876.8","0.08333333"
"33543","43-2","1876.8","0.08333333"
"33551","51-2","1876.8","0.08333333"
"33562","62-2","1876.8","0.08333333"
"33564","64-2","1876.8","0.08333333"
"33565","65-2","1876.8","0.08333333"
"33566","66-2","1876.8","0.08333333"
"33568","68-2","1876.8","0.08333333"
"33569","69-2","1876.8","0.08333333"
"33571","71-2","1876.8","0.08333333"
"33637","34-2","1877.7","0.10000000"
"33641","39-2","1877.7","0.10000000"
"33643","42-2","1877.7","0.10000000"
"33644","43-2","1877.7","0.10000000"
"33652","51-2","1877.7","0.10000000"
"33665","64-2","1877.7","0.10000000"
"33666","65-2","1877.7","0.10000000"
"33667","66-2","1877.7","0.10000000"
"33669","68-2","1877.7","0.10000000"
"33670","69-2","1877.7","0.10000000"
"33742","39-2","1878.8","1.00000000"
"33863","60-2","1900.9","0.20000000"
"33866","63-2","1900.9","0.20000000"
"33874","71-2","1900.9","0.20000000"
"33875","72-2","1900.9","0.20000000"
"33891","831","1900.9","0.20000000"
"33964","60-2","1902.0","0.25000000"
"33975","71-2","1902.0","0.25000000"
"33976","72-2","1902.0","0.25000000"
"33992","831","1902.0","0.25000000"
"34065","60-2","1903.0","0.50000000"
"34077","72-2","1903.0","0.50000000"
"34158","52-2","1941.3","1.00000000"
"34259","52-2","1942.3","1.00000000"
"34365","57-2","1997.3","1.00000000"
